link
https://www.kpai.go.id/hukum/undang-undang-uu-ri-no-11-tahun-2012-tentang-sistem-peradilan-anak
https://www.kpai.go.id/publikasi/polda-metro-ungkap-91-anak-dieksploitasi-seksual
https://www.kpai.go.id/publikasi/kpai-minta-polisi-periksa-kejiwaan-ibu-yang-masukkan-bayinya-ke-mesin-cuci
https://www.kpai.go.id/publikasi/artikel/kpai-audiensi-dengan-kemenparekraf-dorong-pariwisata-ramah-anak
https://www.kpai.go.id/publikasi/tiada-toleransi-bagi-kekerasan-terhadap-anak
https://www.kpai.go.id/publikasi/press-release-kpai-percepatan-pemberian-vaksin-covid-19-untuk-anak-usia-6-11-tahun
https://www.kpai.go.id/publikasi/tips-kpai-tumbuhkan-budaya-ramah-anak-di-tengah-covid-19
https://www.kpai.go.id/informasi-publik/komitmen-bersama-efektifitas-pencegahan-dan-penanganan-eksploitasi-dan-tppo-kepulauan-riau
https://www.kpai.go.id/publikasi/kpai-goes-to-campus-mengupas-isu-isu-perlindungan-anak
https://www.kpai.go.id/publikasi/kpai-audiensi-dengan-menteri-ppn-bappenas-penguatan-kelembagaan-dan-penanganan-kekerasan-terhadap-anak-jadi-prioritas
https://www.kpai.go.id/publikasi/stop-bullying-di-satuan-pendidikan
https://www.kpai.go.id/publikasi/jurang-pemisah-memaknai-para-pahlawan-antar-generasi
https://www.kpai.go.id/utama/laporan-akhir-tahun-kpai-2023
https://www.kpai.go.id/publikasi/banyaknya-kasus-kekerasan-anak-di-malut-pemprov-diminta-segera-bentuk-kpad
https://www.kpai.go.id/publikasi/kpai-himbau-orang-tua-kuatkan-pengawasan-untuk-cegah-anak-kecanduan-game-online
https://www.kpai.go.id/publikasi/artikel/selamat-hari-anak-sedunia
https://www.kpai.go.id/utama/rencana-strategis-sekretariat-kpai-tahun-2020-2024
https://www.kpai.go.id/publikasi/survey-hasil-pembangunan-zona-integritas-zi-pada-satuan-kerja-komisi-perlindungan-anak-indonesia-kpai-tahun-2023
https://www.kpai.go.id/publikasi/webinar-hasil-pengawasan-perlindungan-anak-dalam-penerapan-adaptasi-kebiasaan-baru-di-rumah-ibadah
https://www.kpai.go.id/publikasi/penghargaan-bawaslu-award-kpai-didedikasikan-untuk-83-juta-anak-indonesia
https://www.kpai.go.id/publikasi/tingginya-angka-anak-yang-terlibat-dalam-dunia-digital-kpai-desak-presiden-segera-mengesahkan-peraturan-pemerintah-tentang-tkpapse
https://www.kpai.go.id/publikasi/kpai-duga-ada-upaya-sistematis-semua-siswi-sman-di-sragen-berjilbab
https://www.kpai.go.id/publikasi/siaran-pers/siaran-pers-refleksi-satu-tahun-kanjuruhan
https://www.kpai.go.id/publikasi/pencegahan-perkawinan-anak-tanggung-jawab-bersama
https://www.kpai.go.id/publikasi/sinergi-kpai-dan-kementerian-kesehatan-dalam-meningkatkan-kesehatan-anak-indonesia
https://www.kpai.go.id/publikasi/kpai-anak-korban-perdagangan-orang-butuh-layanan-rehabsos
https://www.kpai.go.id/informasi-publik/maklumat-pelayanan
https://www.kpai.go.id/publikasi/artikel/kpai-minta-konten-kampanye-pilkada-di-medsos-ramah-anak
https://www.kpai.go.id/publikasi/sikap-kpai-terhadap-kasus-kekerasan-anak-di-daycare-depok
https://www.kpai.go.id/publikasi/kpai-bersama-wapres-sinergi-dalam-upaya-perlindungan-anak
https://www.kpai.go.id/publikasi/sikap-kpai-terhadap-pelanggaran-hak-anak-jamaah-ahmadiyah-indonesia
https://www.kpai.go.id/publikasi/siaran-pers/siaran-pers-kerjasama-untuk-pencegahan-penyiksaan-kupp-tentang-temuan-temuan-dan-rekomendasi-rekomendasi-sementara-dku-wilayah-tengah
https://www.kpai.go.id/publikasi/artikel/kpai-pengawasan-terhadap-kondisi-anak-di-lpks-lpka-bapas-kota-bandung
https://www.kpai.go.id/publikasi/artikel/kpai-stop-bermain-petasan
https://www.kpai.go.id/publikasi/kondisi-bocah-iqbal-saputra-kritis
https://www.kpai.go.id/publikasi/kpai-launching-program-goes-to-campus-wujudkan-kampus-ramah-anak
